locality,lon,lat,Age,region,Country,group.name
Sant'Agata (Piedmont),7.303655618,44.64427433,Tortonian,Po Plain-Northern Adriatic,Italy,gastropods
Sant'Agata (Piedmont),7.303655618,44.64427433,Tortonian,Po Plain-Northern Adriatic,Italy,ostracods
Sant'Agata (Piedmont),7.303655618,44.64427433,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Sant'Andrea Bagni,10.08792283,44.72362487,Zanclean,Po Plain-Northern Adriatic,Italy,sharks
Sant'Anna (Asti_Piedmont),8.298618145,44.86813511,Zanclean,Po Plain-Northern Adriatic,Italy,bivalves
Sant'Anna (Asti_Piedmont),8.298618145,44.86813511,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Santo Stefano di Camastra (Messina_Sicily),14.34993163,38.01350401,Tortonian,Eastern Mediterranean,Italy,corals
Sardinia,9.022340615,40.12765907,Tortonian,Western Mediterranean,Italy,marine_mammals
Sarialan,27.38979699,38.90047329,pre-evaporitic Messinian,Eastern Mediterranean,Turkey,ostracods
Sarialan,27.38979699,38.90047329,Tortonian,Eastern Mediterranean,Turkey,ostracods
Sarili,36.216667,37.116667,Tortonian,Eastern Mediterranean,Turkey,marine_mammals
Sassel (Chelif Basin),-1.216969379,35.49219243,Zanclean,Western Mediterranean,Algeria,bivalves
Sassogrosso (Livorno),10.4113637,43.4629707,Tortonian,Western Mediterranean,Italy,corals
Savona (Liguria),8.464044841,44.29803235,Zanclean,Western Mediterranean,Italy,gastropods
Savona (Liguria),8.464044841,44.29803235,Zanclean,Western Mediterranean,Italy,sharks
Scardilli (Sicily),14.544444,37.601111,pre-evaporitic Messinian,Eastern Mediterranean,Italy,nanoplankton
Scardilli (Sicily),14.544444,37.601111,Tortonian,Eastern Mediterranean,Italy,nanoplankton
Scicli (Sicily),14.704722,36.793056,Tortonian,Eastern Mediterranean,Italy,nanoplankton
Sciolze (Piedmont),7.876072247,45.09519679,Tortonian,Po Plain-Northern Adriatic,Italy,scaphopod_chitons_cephalopods
Sdt Ain Amar,2.670617861,36.2218069,Tortonian,Western Mediterranean,Algeria,corals
SE France,7.27152304,43.76645229,Tortonian,Western Mediterranean,France,sharks
SE France,7.27152304,43.76645229,Zanclean,Western Mediterranean,France,fish
SE Sicily,14.81654762,36.84539355,Tortonian,Eastern Mediterranean,Italy,corals
Sebaa Chioukh (Tafna Basin),-1.379374241,35.14527898,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
Sebaa Chioukh (Tafna Basin),-1.379374241,35.14527898,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Semiramis,35.23876213,37.12183636,pre-evaporitic Messinian,Eastern Mediterranean,Turkey,ostracods
Senigallia,13.21514926,43.71999669,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,fish
Serrata (Lorca),-1.688605934,37.69613214,Tortonian,Western Mediterranean,Spain,planktic_foraminifera
Settime (Piedmont),8.111111,44.947222,Zanclean,Po Plain-Northern Adriatic,Italy,marine_mammals
Sicily,13.95164706,37.65513718,Zanclean,Eastern Mediterranean,Italy,corals
Sicily,13.95164706,37.65513718,Zanclean,Eastern Mediterranean,Italy,nanoplankton
Sicily,13.95164706,37.65513718,Zanclean,Eastern Mediterranean,Italy,bryozoans
Sicily,13.95164706,37.65513718,Zanclean,Eastern Mediterranean,Italy,fish
Sicily,13.95164706,37.65513718,Zanclean,Eastern Mediterranean,Italy,ostracods
Sidi Abdelkader,2.80009758,36.45325317,Tortonian,Western Mediterranean,Algeria,corals
Sidi Ali Ben Toumi,2.483360734,35.96928671,Tortonian,Western Mediterranean,Algeria,ostracods
Sidi Bou Azza,5.931764648,36.59911256,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Sidi Bou Knadil (Lower Chelif Basin),1.352913868,36.10029961,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Sidi Brahim (Chelif Basin),2.558944189,36.01309385,pre-evaporitic Messinian,Western Mediterranean,Algeria,fish
Sidi Brahim (Chelif Basin),2.558944189,36.01309385,Zanclean,Western Mediterranean,Algeria,bivalves
Sidi Haj Youssef (Boudinar Basin),-4.996835311,35.18409139,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Sidi Hamadouche (Lower Chelif Basin),-0.549930938,35.30129841,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Sidi Mahdjoub (Lower Chelif Basin),2.72141159,36.16186479,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Sidi Mimoun (Kebdana Basin),0.382852237,35.04548887,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Sidi Safi,-1.312200732,35.28254464,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Sidi Safi,-1.312200732,35.28254464,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
Siena,11.32970832,43.3186238,Zanclean,Western Mediterranean,Italy,corals
Siena,11.32970832,43.3186238,Zanclean,Western Mediterranean,Italy,echinoids
Siena,11.32970832,43.3186238,Zanclean,Western Mediterranean,Italy,sharks
Sig,-0.212517323,35.5288453,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Sig,-0.212517323,35.5288453,pre-evaporitic Messinian,Western Mediterranean,Algeria,fish
Sig,-0.212517323,35.5288453,Tortonian,Western Mediterranean,Algeria,echinoids
Sinis (Sardinia),8.899287246,39.75460438,pre-evaporitic Messinian,Western Mediterranean,France,benthic_foraminifera
Sinis (Sardinia),8.899287246,39.75460438,Tortonian,Western Mediterranean,France,bivalves
Sinis (Sardinia),8.899287246,39.75460438,Tortonian,Western Mediterranean,France,gastropods
Siracusa,15.28720333,37.07571785,Tortonian,Eastern Mediterranean,Italy,corals
Sirt Basin,16.09007176,31.2205043,Tortonian,Eastern Mediterranean,Libya,corals
Sirte Basin,18.13061226,29.16722041,Tortonian,Eastern Mediterranean,Libya,ostracods
Skanes (Crete),23.91183675,35.43184861,Tortonian,Eastern Mediterranean,Greece,bivalves
Skineas (Kephallonia),20.39305813,38.24237488,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Skouna Basin,-4.593960732,34.59551712,Tortonian,Western Mediterranean,Morocco,corals
Sogliano (Emilia Romagna),12.29894637,44.0035204,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,bivalves
Sogliano (Emilia Romagna),12.29894637,44.0035204,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,gastropods
Sokara (Crete),25.10995145,35.05492014,Tortonian,Eastern Mediterranean,Greece,echinoids
Son Amer (Mallorca),2.816212152,39.76059065,Tortonian,Western Mediterranean,Spain,sharks
Son Marroig (Mallorca),2.629095827,39.75133822,Tortonian,Western Mediterranean,Spain,corals
Son Morello (Mallorca),3.218977576,39.65605432,Zanclean,Western Mediterranean,Spain,marine_mammals
Son Salord Quarry (Menorca),3.827334091,40.0187267,Tortonian,Western Mediterranean,Spain,marine_mammals
Sorbas Basin,-2.129182206,37.10014153,pre-evaporitic Messinian,Western Mediterranean,Spain,corals
Sorbas Basin,-2.129182206,37.10014153,pre-evaporitic Messinian,Western Mediterranean,Spain,ostracods
Sorbas Basin,-2.129182206,37.10014153,pre-evaporitic Messinian,Western Mediterranean,Spain,planktic_foraminifera
Souk el Khemis (Tafna),3.632693631,36.39051251,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Souk el Khemis (Tafna),3.632693631,36.39051251,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
South Mallorca,3.021555604,39.36421679,pre-evaporitic Messinian,Western Mediterranean,Spain,corals
South Mesaoria,25.04266292,35.11541114,Zanclean,Eastern Mediterranean,Cyprus,bivalves
South Mesaoria,25.04266292,35.11541114,Zanclean,Eastern Mediterranean,Cyprus,gastropods
South of Souk el Khemis (Beni Ouarsous),3.63664125,36.38742819,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
South Peloponnesus,22.39650161,36.70321642,Zanclean,Eastern Mediterranean,Greece,bivalves
South Spain,-4.362544413,36.87259656,Zanclean,Western Mediterranean,Spain,corals
South-central Crete,24.77349789,35.11990439,Tortonian,Eastern Mediterranean,Greece,bivalves
Spain,-1.889519697,38.08638214,pre-evaporitic Messinian,Western Mediterranean,Spain,fish
Stavromenos II (Crete),24.59099639,35.38343436,Zanclean,Eastern Mediterranean,Greece,ostracods
Stavros (Ierapetra Basin),25.75112671,35.06344474,Tortonian,Eastern Mediterranean,Greece,gastropods
Stazzano (Piedmont),8.866939537,44.72296855,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Stazzano (Piedmont),8.866939537,44.72296855,Tortonian,Po Plain-Northern Adriatic,Italy,echinoids
Stazzano (Piedmont),8.866939537,44.72296855,Tortonian,Po Plain-Northern Adriatic,Italy,fish
Stazzano (Piedmont),8.866939537,44.72296855,Tortonian,Po Plain-Northern Adriatic,Italy,gastropods
Stazzano (Piedmont),8.866939537,44.72296855,Tortonian,Po Plain-Northern Adriatic,Italy,sharks
Stilo (Calabria),16.46831791,38.47740866,Tortonian,Eastern Mediterranean,Italy,corals
Stingeti quarry,14.880278,41.902222,Zanclean,Po Plain-Northern Adriatic,Italy,ostracods
Stirone (Parma),9.956944,44.839722,Tortonian,Po Plain-Northern Adriatic,Italy,bivalves
Stirone (Parma),9.956944,44.839722,Tortonian,Po Plain-Northern Adriatic,Italy,gastropods
Stirone (Parma),9.956944,44.839722,Tortonian,Po Plain-Northern Adriatic,Italy,marine_mammals
Stirone (Parma),9.956944,44.839722,Tortonian,Po Plain-Northern Adriatic,Italy,scaphopod_chitons_cephalopods
Stomios (Ierapetra Basin),25.67297107,35.01319889,Tortonian,Eastern Mediterranean,Greece,gastropods
Stomios (Ierapetra Basin),25.67297107,35.01319889,Tortonian,Eastern Mediterranean,Greece,scaphopod_chitons_cephalopods
Strada degli Archi,11.79759643,42.23789894,pre-evaporitic Messinian,Western Mediterranean,Italy,fish
Strada di Chieri (Piedmont),7.856332342,45.02477845,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Stylos,24.12416437,35.43287775,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Sulauze (Aix_Bouches du Rhone),4.995351558,43.55218163,Tortonian,Western Mediterranean,France,corals
Sutasi (Hatay Graben),36.00990203,36.08165933,Zanclean,Eastern Mediterranean,Turkey,bivalves
Sutasi (Hatay Graben),36.00990203,36.08165933,Zanclean,Eastern Mediterranean,Turkey,gastropods
Tabiano Bagni (Parma),10.01976425,44.80567118,Zanclean,Po Plain-Northern Adriatic,Italy,bivalves
Tabiano Bagni (Parma),10.01976425,44.80567118,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Tabiano Terme,10.02569621,44.7916683,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,dinocysts
Tabiano Terme,10.02569621,44.7916683,Zanclean,Po Plain-Northern Adriatic,Italy,dinocysts
Tafaraoui (Lower Chelif Basin),-0.525728478,35.48836857,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Tafaraoui (Lower Chelif Basin),-0.525728478,35.48836857,pre-evaporitic Messinian,Western Mediterranean,Algeria,echinoids
Tafna Basin,-1.433852125,35.19207749,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
Takanli (Mersin),34.02963609,36.76429984,Tortonian,Eastern Mediterranean,Turkey,ostracods
Talilt (Boudinar Basin),3.523250915,36.63708793,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Tamouda (Tetouan Basin),-5.386562331,35.58311347,Zanclean,Western Mediterranean,Morocco,bivalves
Tangenziale Est di Lecce,18.20492583,40.34614939,pre-evaporitic Messinian,Eastern Mediterranean,Italy,ostracods
Taourit,-2.894940595,34.39895649,Tortonian,Western Mediterranean,Morocco,corals
Tarragone E2 (Catalonia),1.243830406,41.13311492,pre-evaporitic Messinian,Western Mediterranean,Spain,dinocysts
Tarragone E2 (Catalonia),1.243830406,41.13311492,Zanclean,Western Mediterranean,Spain,dinocysts
Tassensalch (Boudinar Basin),-3.619802083,35.15433615,Zanclean,Western Mediterranean,Morocco,bivalves
Taza (Geurcif Basin),-3.99763251,34.212445,pre-evaporitic Messinian,Western Mediterranean,Morocco,corals
Taza (Geurcif Basin),-3.99763251,34.212445,Tortonian,Western Mediterranean,Morocco,corals
Tazouta (South Fes),-4.980233775,34.00395697,pre-evaporitic Messinian,Western Mediterranean,Morocco,corals
Tefeli (Crete),25.16312101,35.09280292,Tortonian,Eastern Mediterranean,Greece,bivalves
Tefeli (Crete),25.16312101,35.09280292,Tortonian,Eastern Mediterranean,Greece,gastropods
Teffaline (Tetouan Basin),-5.365573375,35.57966002,Zanclean,Western Mediterranean,Morocco,bivalves
Tela Akcha (Kert Basin),-3.45480399,34.98590799,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Telat (Segangane Basin),-3.009449085,35.15786463,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Teliturna (Hatay Graben),36.24524081,36.79143068,Zanclean,Eastern Mediterranean,Turkey,bivalves
Teliturna (Hatay Graben),36.24524081,36.79143068,Zanclean,Eastern Mediterranean,Turkey,gastropods
Tersannes (Rhone Valley),4.442253162,44.22598348,Tortonian,Western Mediterranean,France,corals
Terziza (Lower Chelif Basin),1.43462468,36.11777389,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Tessala,-0.772816223,35.24682811,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
Tessala,-0.772816223,35.24682811,pre-evaporitic Messinian,Western Mediterranean,Algeria,ostracods
Tessala,-0.772816223,35.24682811,Zanclean,Western Mediterranean,Algeria,ostracods
Tetuan Basin,-5.362187333,35.58938855,Zanclean,Western Mediterranean,Morocco,ostracods
Theus quarry (Lower Chelif Basin),1.43462468,36.11777389,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Timpana,26.132239,35.195,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Tit-n-Tazart (Kert Basin),-3.439697789,34.96002596,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Tokhni,33.32402143,34.78194806,pre-evaporitic Messinian,Eastern Mediterranean,Cyprus,nanoplankton
Tokhni,33.32402143,34.78194806,pre-evaporitic Messinian,Eastern Mediterranean,Cyprus,planktic_foraminifera
Tokhni,33.32402143,34.78194806,Tortonian,Eastern Mediterranean,Cyprus,gastropods
Torre d'en Penjat (Menorca),4.303892097,39.8594475,Zanclean,Western Mediterranean,Spain,marine_mammals
Torrente Stirone),9.898413827,44.8067754,Zanclean,Po Plain-Northern Adriatic,Italy,ostracods
Torsero (Savona),8.218451754,44.08560436,Zanclean,Western Mediterranean,Italy,bivalves
Tortona (Piedmont),8.862672566,44.89547219,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Tortona (Piedmont),8.862672566,44.89547219,Tortonian,Po Plain-Northern Adriatic,Italy,gastropods
Tortonese (Alessandria),8.777710426,44.89025497,Tortonian,Po Plain-Northern Adriatic,Italy,gastropods
Tranout-er-Roum (Segangane Basin),-3.009449085,35.15786463,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Traras,-1.666666705,35.03220882,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
Trave,13.564722,43.583611,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,benthic_foraminifera
Trave,13.564722,43.583611,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,nanoplankton
Trave,13.564722,43.583611,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,planktic_foraminifera
Trave,13.564722,43.583611,Tortonian,Po Plain-Northern Adriatic,Italy,benthic_foraminifera
Trave,13.564722,43.583611,Tortonian,Po Plain-Northern Adriatic,Italy,nanoplankton
Trave,13.564722,43.583611,Tortonian,Po Plain-Northern Adriatic,Italy,planktic_foraminifera
Tremiti islands,15.50380895,42.12018119,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,ostracods
Tremiti islands,15.50380895,42.12018119,Tortonian,Po Plain-Northern Adriatic,Italy,ostracods
Trentino,11.12483769,46.07838382,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Tricase,18.35678638,39.93024099,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Tripitos,26.13029559,35.19726059,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Tripoli,13.1728005,32.87500785,Tortonian,Eastern Mediterranean,Libya,corals
Tsamaki (Ierapetra Basin),25.727207,35.013763,Tortonian,Eastern Mediterranean,Greece,gastropods
Tunisia,10.83636298,35.4626758,pre-evaporitic Messinian,Eastern Mediterranean,Tunisia,bryozoans
Tunisia,10.83636298,35.4626758,Tortonian,Eastern Mediterranean,Tunisia,corals
Tunisia,10.83636298,35.4626758,Tortonian,Eastern Mediterranean,Tunisia,gastropods
Turkey,32.03116412,36.90246467,Tortonian,Eastern Mediterranean,Turkey,corals
Turkey,32.03116412,36.90246467,Zanclean,Eastern Mediterranean,Turkey,scaphopod_chitons_cephalopods
Tuscany,11.27962655,43.75650786,pre-evaporitic Messinian,Western Mediterranean,Italy,corals
Tuscany,11.27962655,43.75650786,Zanclean,Western Mediterranean,Italy,echinoids
Tuscany,11.27962655,43.75650786,Zanclean,Western Mediterranean,Italy,fish
Tuscany,11.27962655,43.75650786,Zanclean,Western Mediterranean,Italy,sharks
Tuvumannu (Sardinia),9.109486389,39.23387991,Tortonian,Western Mediterranean,Italy,marine_mammals
Tzioua (Tafna Basin),-1.247179342,35.29298461,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Umbria,12.40985574,43.05060219,Tortonian,Western Mediterranean,Italy,corals
Vagia,23.53196636,37.77008988,pre-evaporitic Messinian,Eastern Mediterranean,Greece,corals
Vaison-la-Romaine (Rhone delta),5.075461007,44.24114302,Tortonian,Western Mediterranean,France,ostracods
Valle dello Stilaro sinistra (Calabria),16.16816789,39.5612234,pre-evaporitic Messinian,Eastern Mediterranean,Italy,dinocysts
Valleandona (Asti_Piedmont),8.116322767,44.91246945,Zanclean,Po Plain-Northern Adriatic,Italy,marine_mammals
Valmontasca (Asti_Piedmont),8.248572554,44.84910841,Zanclean,Po Plain-Northern Adriatic,Italy,marine_mammals
Vardiana (Crete),23.68245983,35.4747208,Tortonian,Eastern Mediterranean,Greece,corals
Vasiliki (Ierapetra Basin),25.80597383,35.08640766,Tortonian,Eastern Mediterranean,Greece,gastropods
Vasiliki (Ierapetra Basin),25.80597383,35.08640766,Tortonian,Eastern Mediterranean,Greece,scaphopod_chitons_cephalopods
Vasiliki 1 (Ierapetra Basin),25.80423376,35.08815554,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Vasiliki 2 (Ierapetra Basin),25.80423376,35.08815554,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Vaticano Peninsula (Calabria),15.84585271,38.60013496,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Vaucluse,5.144295432,44.02994147,Tortonian,Western Mediterranean,France,echinoids
Vaucluse,5.144295432,44.02994147,Tortonian,Western Mediterranean,France,sharks
Vejer de la Frontera (Andalousia),-3.251824333,36.83062989,pre-evaporitic Messinian,Western Mediterranean,Spain,dinocysts
Velerin (Malaga),-5.111124738,36.51253573,Zanclean,Western Mediterranean,Spain,bivalves
Velerin (Malaga),-5.111124738,36.51253573,Zanclean,Western Mediterranean,Spain,gastropods
Venta del Ranchero,-1.781784871,38.46832759,Zanclean,Western Mediterranean,Spain,marine_mammals
Ventimiglia,7.605783069,43.79174204,Zanclean,Western Mediterranean,Italy,gastropods
Vera Basin,-1.899018588,37.2692788,Zanclean,Western Mediterranean,Spain,marine_mammals
Vera Basin,-1.899018588,37.2692788,Zanclean,Western Mediterranean,Spain,ostracods
Verdalice,13.29557228,42.9975769,pre-evaporitic Messinian,Western Mediterranean,Italy,ostracods
Verduno Metalgrande,7.929021442,44.66568931,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,fish
Vernasca (Piacenza),9.831326867,44.79980161,Zanclean,Po Plain-Northern Adriatic,Italy,ostracods
Vezza d'Alba (Cuneo),7.998004836,44.76010938,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Viale (Asti),8.049741218,45.00172195,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Vibo Valentia,16.09913696,38.67599649,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Vibo Valentia,16.09913696,38.67599649,Tortonian,Eastern Mediterranean,Italy,corals
Viglotopi (Kavrochori),25.046429,35.310561,pre-evaporitic Messinian,Eastern Mediterranean,Greece,corals
Vigoleno,9.901040487,44.81657357,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,corals
Vigoleno,9.901040487,44.81657357,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,ostracods
Vigoleno,9.901040487,44.81657357,Tortonian,Po Plain-Northern Adriatic,Italy,bivalves
Vigoleno,9.901040487,44.81657357,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Vigoleno,9.901040487,44.81657357,Tortonian,Po Plain-Northern Adriatic,Italy,gastropods
Villa Monti (Piedmont),9.287899953,46.00860262,Tortonian,Po Plain-Northern Adriatic,Italy,scaphopod_chitons_cephalopods
Villadoro (Sicily),14.26038587,37.69161191,Tortonian,Eastern Mediterranean,Italy,corals
Villafranca Tirrena (Sicily),15.4329217,38.23536657,Zanclean,Eastern Mediterranean,Italy,planktic_foraminifera
Villalvernia (Piedmont),8.85573586,44.81751013,Zanclean,Po Plain-Northern Adriatic,Italy,ostracods
Vinalopo (San Migues de Salinas Basin),-0.788642275,38.7559352,Tortonian,Western Mediterranean,Spain,corals
Voliones (Siva),25.03760571,35.21205853,pre-evaporitic Messinian,Eastern Mediterranean,Greece,corals
Volpedo (Piedmont),8.98384876,44.88930985,Zanclean,Po Plain-Northern Adriatic,Italy,bivalves
Volpedo (Piedmont),8.98384876,44.88930985,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Voulismata Ambelouzos,24.9330965,35.06672092,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Vourvoulitis (Crete),24.98140771,35.07935217,Tortonian,Eastern Mediterranean,Greece,bivalves
Vourvoulitis (Crete),24.98140771,35.07935217,Tortonian,Eastern Mediterranean,Greece,gastropods
Voutes (Crete),25.05745444,35.26666016,Zanclean,Eastern Mediterranean,Greece,bivalves
Voutes (Crete),25.05745444,35.26666016,Zanclean,Eastern Mediterranean,Greece,fish
Vrapce (Zagreb),15.70211971,45.7357324,Tortonian,Po Plain-Northern Adriatic,Croatia,marine_mammals
Yazilitepe,30.6968,36.971918,Tortonian,Eastern Mediterranean,Cyprus,planktic_foraminifera
Zaccanopoli (Cessaniti),15.92799876,38.66424799,Tortonian,Eastern Mediterranean,Italy,echinoids
Zaccanopoli (Cessaniti),15.92799876,38.66424799,Tortonian,Eastern Mediterranean,Italy,marine_mammals
Zeneta (San Migues de Salinas Basin),-0.99781141,38.01052341,pre-evaporitic Messinian,Western Mediterranean,Spain,corals
Zinola (Savona),8.445268037,44.28492266,Zanclean,Western Mediterranean,Italy,bivalves
Zinola (Savona),8.445268037,44.28492266,Zanclean,Western Mediterranean,Italy,echinoids
Zinola (Savona),8.445268037,44.28492266,Zanclean,Western Mediterranean,Italy,gastropods
Zungri Tropea (Calabria),15.98290009,38.65669118,Tortonian,Eastern Mediterranean,Italy,marine_mammals
